scaffold,position,start,end,midpoint,sites,sitesOverMinExD,ABBA,BABA,D,fG,fhom,fd
HE671738,57500,55001,60001,57501,4739,4360,NA,NA,NA,NA,NA,NA
HE671738,62500,60001,65001,62501,3076,2821,NA,NA,NA,NA,NA,NA
HE671738,67500,65001,70001,67501,4240,3269,NA,NA,NA,NA,NA,NA
HE671738,72500,70001,75001,72501,4632,3979,NA,NA,NA,NA,NA,NA
HE671738,77500,75001,80001,77501,4042,3800,NA,NA,NA,NA,NA,NA
HE671738,82500,80001,85001,80453,857,NA,NA,NA,NA,NA,NA,NA
HE671736,2500,1,5001,2522,4912,4437,NA,NA,NA,NA,NA,NA
HE671736,7500,5001,10001,7501,4886,4746,NA,NA,NA,NA,NA,NA
HE671736,12500,10001,15001,12501,4915,4627,NA,NA,NA,NA,NA,NA
HE671736,17500,15001,20001,15364,725,NA,NA,NA,NA,NA,NA,NA
HE671732,2500,1,5001,4163,1510,1372,NA,NA,NA,NA,NA,NA
HE671732,7500,5001,10001,7501,4666,3244,NA,NA,NA,NA,NA,NA
HE671732,12500,10001,15001,10020,38,NA,NA,NA,NA,NA,NA,NA
HE671730,2500,1,5001,2503,4596,3616,NA,NA,NA,NA,NA,NA
HE671730,7500,5001,10001,7501,4997,4966,NA,NA,NA,NA,NA,NA
HE671730,12500,10001,15001,12501,4978,4911,NA,NA,NA,NA,NA,NA
HE671730,17500,15001,20001,17501,4991,4914,NA,NA,NA,NA,NA,NA
HE671730,22500,20001,25001,22501,5000,4973,NA,NA,NA,NA,NA,NA
HE671730,27500,25001,30001,27501,4982,4951,NA,NA,NA,NA,NA,NA
HE671730,32500,30001,35001,32501,4995,4987,NA,NA,NA,NA,NA,NA
HE671730,37500,35001,40001,37501,3165,2965,NA,NA,NA,NA,NA,NA
HE671730,42500,40001,45001,40353,704,NA,NA,NA,NA,NA,NA,NA
HE671728,2500,1,5001,2501,4950,4758,NA,NA,NA,NA,NA,NA
HE671728,7500,5001,10001,7501,4765,4473,NA,NA,NA,NA,NA,NA
HE671728,12500,10001,15001,12501,4886,4639,NA,NA,NA,NA,NA,NA
HE671728,17500,15001,20001,17501,3964,3399,NA,NA,NA,NA,NA,NA
HE671728,22500,20001,25001,22501,4923,4574,NA,NA,NA,NA,NA,NA
HE671728,27500,25001,30001,27501,4872,4768,NA,NA,NA,NA,NA,NA
HE671728,32500,30001,35001,32501,4941,4723,NA,NA,NA,NA,NA,NA
HE671728,37500,35001,40001,37487,2874,2552,NA,NA,NA,NA,NA,NA
HE671728,42500,40001,45001,42502,4914,4753,NA,NA,NA,NA,NA,NA
HE671728,47500,45001,50001,47501,4892,4780,NA,NA,NA,NA,NA,NA
HE671728,52500,50001,55001,52501,4772,4535,NA,NA,NA,NA,NA,NA
HE671728,57500,55001,60001,57501,4794,4579,NA,NA,NA,NA,NA,NA
HE671728,62500,60001,65001,62501,2809,2467,NA,NA,NA,NA,NA,NA
HE671728,67500,65001,70001,66088,2126,2077,NA,NA,NA,NA,NA,NA
HE671728,72500,70001,75001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671726,2500,1,5001,2501,4923,4574,NA,NA,NA,NA,NA,NA
HE671726,7500,5001,10001,7501,4917,4723,NA,NA,NA,NA,NA,NA
HE671726,12500,10001,15001,12501,4990,4864,NA,NA,NA,NA,NA,NA
HE671726,17500,15001,20001,17501,4741,4228,NA,NA,NA,NA,NA,NA
HE671726,22500,20001,25001,22501,4301,3881,NA,NA,NA,NA,NA,NA
HE671726,27500,25001,30001,27501,4987,4949,NA,NA,NA,NA,NA,NA
HE671726,32500,30001,35001,32501,4916,4725,NA,NA,NA,NA,NA,NA
HE671726,37500,35001,40001,37501,4915,4847,NA,NA,NA,NA,NA,NA
HE671726,42500,40001,45001,40022,43,NA,NA,NA,NA,NA,NA,NA
HE671724,2500,1,5001,2523,4696,4659,NA,NA,NA,NA,NA,NA
HE671724,7500,5001,10001,7501,4910,4714,NA,NA,NA,NA,NA,NA
HE671724,12500,10001,15001,12501,4994,4946,NA,NA,NA,NA,NA,NA
HE671724,17500,15001,20001,17501,4941,4654,NA,NA,NA,NA,NA,NA
HE671724,22500,20001,25001,22501,4925,4800,NA,NA,NA,NA,NA,NA
HE671724,27500,25001,30001,27501,4640,4346,NA,NA,NA,NA,NA,NA
HE671724,32500,30001,35001,32501,4543,4074,NA,NA,NA,NA,NA,NA
HE671724,37500,35001,40001,37501,4842,4186,NA,NA,NA,NA,NA,NA
HE671724,42500,40001,45001,42501,4984,4400,NA,NA,NA,NA,NA,NA
HE671724,47500,45001,50001,47501,4988,4916,NA,NA,NA,NA,NA,NA
HE671724,52500,50001,55001,52501,3920,3541,NA,NA,NA,NA,NA,NA
HE671724,57500,55001,60001,57501,4978,4861,NA,NA,NA,NA,NA,NA
HE671724,62500,60001,65001,62501,4226,3794,NA,NA,NA,NA,NA,NA
HE671724,67500,65001,70001,67403,3543,2283,NA,NA,NA,NA,NA,NA
HE671724,72500,70001,75001,71025,886,NA,NA,NA,NA,NA,NA,NA
HE671722,2500,1,5001,2501,4807,3735,NA,NA,NA,NA,NA,NA
HE671722,7500,5001,10001,7501,4413,3290,NA,NA,NA,NA,NA,NA
HE671722,12500,10001,15001,12501,4321,2787,NA,NA,NA,NA,NA,NA
HE671722,17500,15001,20001,17501,4937,4694,NA,NA,NA,NA,NA,NA
HE671722,22500,20001,25001,22409,3833,3314,NA,NA,NA,NA,NA,NA
HE671722,27500,25001,30001,28741,2395,2149,NA,NA,NA,NA,NA,NA
HE671722,32500,30001,35001,31103,2157,2128,NA,NA,NA,NA,NA,NA
HE671722,37500,35001,40001,38060,3619,3104,NA,NA,NA,NA,NA,NA
HE671722,42500,40001,45001,42501,4841,4775,NA,NA,NA,NA,NA,NA
HE671722,47500,45001,50001,46865,3678,3312,NA,NA,NA,NA,NA,NA
HE671722,52500,50001,55001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671720,2500,1,5001,2501,4991,4759,NA,NA,NA,NA,NA,NA
HE671720,7500,5001,10001,5733,1429,1049,NA,NA,NA,NA,NA,NA
HE671720,12500,10001,15001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671719,2500,1,5001,2618,4737,4483,NA,NA,NA,NA,NA,NA
HE671719,7500,5001,10001,7501,4959,4824,NA,NA,NA,NA,NA,NA
HE671719,12500,10001,15001,12501,4842,4493,NA,NA,NA,NA,NA,NA
HE671719,17500,15001,20001,17501,4989,4888,NA,NA,NA,NA,NA,NA
HE671719,22500,20001,25001,22501,4982,4945,NA,NA,NA,NA,NA,NA
HE671719,27500,25001,30001,27501,4286,3294,NA,NA,NA,NA,NA,NA
HE671719,32500,30001,35001,32501,4876,4374,NA,NA,NA,NA,NA,NA
HE671719,37500,35001,40001,37501,4974,4624,NA,NA,NA,NA,NA,NA
HE671719,42500,40001,45001,42501,4934,4912,NA,NA,NA,NA,NA,NA
HE671719,47500,45001,50001,47501,4940,4752,NA,NA,NA,NA,NA,NA
HE671719,52500,50001,55001,50225,208,NA,NA,NA,NA,NA,NA,NA
HE671717,2500,1,5001,2501,4975,4847,NA,NA,NA,NA,NA,NA
HE671717,7500,5001,10001,5927,1803,1760,NA,NA,NA,NA,NA,NA
HE671717,12500,10001,15001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671715,2500,1,5001,2568,4758,4442,NA,NA,NA,NA,NA,NA
HE671715,7500,5001,10001,7501,4997,4992,NA,NA,NA,NA,NA,NA
HE671715,12500,10001,15001,10597,850,NA,NA,NA,NA,NA,NA,NA
HE671713,2500,1,5001,2597,4648,4238,NA,NA,NA,NA,NA,NA
HE671713,7500,5001,10001,7501,4931,4702,NA,NA,NA,NA,NA,NA
HE671713,12500,10001,15001,11069,2079,1972,NA,NA,NA,NA,NA,NA
HE671713,17500,15001,20001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671711,2500,1,5001,1335,1743,1412,NA,NA,NA,NA,NA,NA
HE671711,7500,5001,10001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671709,2500,1,5001,2558,4205,3525,NA,NA,NA,NA,NA,NA
HE671709,7500,5001,10001,7501,4938,4726,NA,NA,NA,NA,NA,NA
HE671709,12500,10001,15001,12501,4929,4619,NA,NA,NA,NA,NA,NA
HE671709,17500,15001,20001,17501,4884,4693,NA,NA,NA,NA,NA,NA
HE671709,22500,20001,25001,22458,2309,1954,NA,NA,NA,NA,NA,NA
HE671709,27500,25001,30001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671705,2500,1,5001,2664,3274,1902,NA,NA,NA,NA,NA,NA
HE671705,7500,5001,10001,5969,1911,1766,NA,NA,NA,NA,NA,NA
HE671705,12500,10001,15001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671701,7500,5001,10001,7501,4960,4783,NA,NA,NA,NA,NA,NA
HE671701,12500,10001,15001,12501,4916,4672,NA,NA,NA,NA,NA,NA
HE671701,17500,15001,20001,17501,4976,4911,NA,NA,NA,NA,NA,NA
HE671701,22500,20001,25001,22024,2101,1511,NA,NA,NA,NA,NA,NA
HE671701,27500,25001,30001,29369,1251,1215,NA,NA,NA,NA,NA,NA
HE671701,32500,30001,35001,32268,4314,4242,NA,NA,NA,NA,NA,NA
HE671701,37500,35001,40001,37526,4505,4230,NA,NA,NA,NA,NA,NA
HE671701,42500,40001,45001,42501,4873,4781,NA,NA,NA,NA,NA,NA
HE671701,47500,45001,50001,47501,4920,4830,NA,NA,NA,NA,NA,NA
HE671701,52500,50001,55001,52501,4917,4787,NA,NA,NA,NA,NA,NA
HE671701,57500,55001,60001,57501,4656,4332,NA,NA,NA,NA,NA,NA
HE671701,62500,60001,65001,62501,3168,2980,NA,NA,NA,NA,NA,NA
HE671701,67500,65001,70001,67501,4917,4875,NA,NA,NA,NA,NA,NA
HE671701,72500,70001,75001,71653,3238,2976,NA,NA,NA,NA,NA,NA
HE671701,77500,75001,80001,78982,1988,1976,NA,NA,NA,NA,NA,NA
HE671701,82500,80001,85001,82501,4935,4832,NA,NA,NA,NA,NA,NA
HE671701,87500,85001,90001,87501,4903,4875,NA,NA,NA,NA,NA,NA
HE671701,92500,90001,95001,92501,4809,4582,NA,NA,NA,NA,NA,NA
HE671701,97500,95001,100001,97501,4967,4914,NA,NA,NA,NA,NA,NA
HE671701,102500,100001,105001,102462,4037,3638,NA,NA,NA,NA,NA,NA
HE671701,107500,105001,110001,107501,4287,3299,NA,NA,NA,NA,NA,NA
HE671701,112500,110001,115001,112501,4774,3688,NA,NA,NA,NA,NA,NA
HE671701,117500,115001,120001,117501,4547,3778,NA,NA,NA,NA,NA,NA
HE671701,122500,120001,125001,122453,4794,3870,NA,NA,NA,NA,NA,NA
HE671701,127500,125001,130001,127245,3940,3760,NA,NA,NA,NA,NA,NA
HE671701,132500,130001,135001,134280,491,NA,NA,NA,NA,NA,NA,NA
HE671701,137500,135001,140001,137501,4977,4916,NA,NA,NA,NA,NA,NA
HE671701,142500,140001,145001,142501,4684,4571,NA,NA,NA,NA,NA,NA
HE671701,147500,145001,150001,147501,4897,4827,NA,NA,NA,NA,NA,NA
HE671701,152500,150001,155001,151873,1977,1033,NA,NA,NA,NA,NA,NA
HE671701,157500,155001,160001,157891,3357,1421,NA,NA,NA,NA,NA,NA
HE671701,162500,160001,165001,162501,4898,4825,NA,NA,NA,NA,NA,NA
HE671701,167500,165001,170001,167501,4394,3531,NA,NA,NA,NA,NA,NA
HE671701,172500,170001,175001,172501,3824,3395,NA,NA,NA,NA,NA,NA
HE671701,177500,175001,180001,177501,4747,4122,NA,NA,NA,NA,NA,NA
HE671701,182500,180001,185001,182501,4953,4246,NA,NA,NA,NA,NA,NA
HE671701,187500,185001,190001,185272,534,NA,NA,NA,NA,NA,NA,NA
HE671699,2500,1,5001,2996,3974,3782,NA,NA,NA,NA,NA,NA
HE671699,7500,5001,10001,7501,4734,3870,NA,NA,NA,NA,NA,NA
HE671699,12500,10001,15001,12501,4814,4316,NA,NA,NA,NA,NA,NA
HE671699,17500,15001,20001,16649,3119,2922,NA,NA,NA,NA,NA,NA
HE671699,22500,20001,25001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671697,2500,1,5001,2501,4940,4848,NA,NA,NA,NA,NA,NA
HE671697,7500,5001,10001,7501,4409,4244,NA,NA,NA,NA,NA,NA
HE671697,12500,10001,15001,12479,4849,4467,NA,NA,NA,NA,NA,NA
HE671697,17500,15001,20001,17506,631,NA,NA,NA,NA,NA,NA,NA
HE671697,22500,20001,25001,22501,4990,4949,NA,NA,NA,NA,NA,NA
HE671697,27500,25001,30001,27501,3878,3837,NA,NA,NA,NA,NA,NA
HE671697,32500,30001,35001,32501,4976,4912,NA,NA,NA,NA,NA,NA
HE671697,37500,35001,40001,37501,4983,4759,NA,NA,NA,NA,NA,NA
HE671697,42500,40001,45001,42501,4836,4549,NA,NA,NA,NA,NA,NA
HE671697,47500,45001,50001,47501,4999,4975,NA,NA,NA,NA,NA,NA
HE671697,52500,50001,55001,52501,5000,4989,NA,NA,NA,NA,NA,NA
HE671697,57500,55001,60001,57501,4959,4888,NA,NA,NA,NA,NA,NA
HE671697,62500,60001,65001,62501,4810,4171,NA,NA,NA,NA,NA,NA
HE671697,67500,65001,70001,67501,4995,4924,NA,NA,NA,NA,NA,NA
HE671697,72500,70001,75001,72501,4971,4903,NA,NA,NA,NA,NA,NA
HE671697,77500,75001,80001,77501,4999,4980,NA,NA,NA,NA,NA,NA
HE671697,82500,80001,85001,82501,4955,4886,NA,NA,NA,NA,NA,NA
HE671697,87500,85001,90001,87501,3842,3324,NA,NA,NA,NA,NA,NA
HE671697,92500,90001,95001,92501,4958,4944,NA,NA,NA,NA,NA,NA
HE671697,97500,95001,100001,97501,4996,4873,NA,NA,NA,NA,NA,NA
HE671697,102500,100001,105001,102501,5000,4996,NA,NA,NA,NA,NA,NA
HE671697,107500,105001,110001,107501,4907,4745,NA,NA,NA,NA,NA,NA
HE671697,112500,110001,115001,112501,4981,4201,NA,NA,NA,NA,NA,NA
HE671697,117500,115001,120001,117501,4963,4836,NA,NA,NA,NA,NA,NA
HE671697,122500,120001,125001,122501,4789,4523,NA,NA,NA,NA,NA,NA
HE671697,127500,125001,130001,127501,4966,4805,NA,NA,NA,NA,NA,NA
HE671697,132500,130001,135001,132501,4939,4829,NA,NA,NA,NA,NA,NA
HE671697,137500,135001,140001,137501,4994,4944,NA,NA,NA,NA,NA,NA
HE671697,142500,140001,145001,142501,2573,2499,NA,NA,NA,NA,NA,NA
HE671697,147500,145001,150001,147501,4968,4850,NA,NA,NA,NA,NA,NA
HE671697,152500,150001,155001,152501,4633,3721,NA,NA,NA,NA,NA,NA
HE671697,157500,155001,160001,157501,4981,4719,NA,NA,NA,NA,NA,NA
HE671697,162500,160001,165001,162501,2836,2394,NA,NA,NA,NA,NA,NA
HE671697,167500,165001,170001,167501,4990,4940,NA,NA,NA,NA,NA,NA
HE671697,172500,170001,175001,172501,4950,4861,NA,NA,NA,NA,NA,NA
HE671697,177500,175001,180001,177501,4412,4290,NA,NA,NA,NA,NA,NA
HE671697,182500,180001,185001,181681,2952,2753,NA,NA,NA,NA,NA,NA
HE671697,187500,185001,190001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671695,2500,1,5001,2490,3795,2629,NA,NA,NA,NA,NA,NA
HE671695,7500,5001,10001,7513,3735,2542,NA,NA,NA,NA,NA,NA
HE671695,12500,10001,15001,12501,4931,4508,NA,NA,NA,NA,NA,NA
HE671695,17500,15001,20001,17212,3671,2883,NA,NA,NA,NA,NA,NA
HE671695,22500,20001,25001,22516,2253,1666,NA,NA,NA,NA,NA,NA
HE671695,27500,25001,30001,27501,4933,4680,NA,NA,NA,NA,NA,NA
HE671695,32500,30001,35001,32501,4321,3627,NA,NA,NA,NA,NA,NA
HE671695,37500,35001,40001,37501,4143,3781,NA,NA,NA,NA,NA,NA
HE671695,42500,40001,45001,42501,4898,4785,NA,NA,NA,NA,NA,NA
HE671695,47500,45001,50001,47501,4950,4539,NA,NA,NA,NA,NA,NA
HE671695,52500,50001,55001,52501,4945,4811,NA,NA,NA,NA,NA,NA
HE671695,57500,55001,60001,57501,4946,4836,NA,NA,NA,NA,NA,NA
HE671695,62500,60001,65001,60746,1491,1442,NA,NA,NA,NA,NA,NA
HE671695,67500,65001,70001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671693,2500,1,5001,2501,4915,4458,NA,NA,NA,NA,NA,NA
HE671693,7500,5001,10001,7501,4982,4273,NA,NA,NA,NA,NA,NA
HE671693,12500,10001,15001,11714,3350,2538,NA,NA,NA,NA,NA,NA
HE671693,17500,15001,20001,18436,3129,2968,NA,NA,NA,NA,NA,NA
HE671693,22500,20001,25001,22501,5000,4749,NA,NA,NA,NA,NA,NA
HE671693,27500,25001,30001,27501,2728,2171,NA,NA,NA,NA,NA,NA
HE671693,32500,30001,35001,32501,4482,1145,NA,NA,NA,NA,NA,NA
HE671693,37500,35001,40001,37466,2688,2228,NA,NA,NA,NA,NA,NA
HE671693,42500,40001,45001,42510,4193,3865,NA,NA,NA,NA,NA,NA
HE671693,47500,45001,50001,47501,4722,3205,NA,NA,NA,NA,NA,NA
HE671693,52500,50001,55001,51092,2007,680,NA,NA,NA,NA,NA,NA
HE671693,57500,55001,60001,57754,3991,3819,NA,NA,NA,NA,NA,NA
HE671693,62500,60001,65001,62501,4969,4716,NA,NA,NA,NA,NA,NA
HE671693,67500,65001,70001,67501,4388,4084,NA,NA,NA,NA,NA,NA
HE671693,72500,70001,75001,72501,4939,4064,NA,NA,NA,NA,NA,NA
HE671693,77500,75001,80001,77501,4185,2702,NA,NA,NA,NA,NA,NA
HE671693,82500,80001,85001,82501,4046,2569,NA,NA,NA,NA,NA,NA
HE671693,87500,85001,90001,87501,3367,2771,NA,NA,NA,NA,NA,NA
HE671693,92500,90001,95001,92501,4935,4758,NA,NA,NA,NA,NA,NA
HE671693,97500,95001,100001,97501,3342,3189,NA,NA,NA,NA,NA,NA
HE671693,102500,100001,105001,102501,4956,4850,NA,NA,NA,NA,NA,NA
HE671693,107500,105001,110001,107501,4982,4888,NA,NA,NA,NA,NA,NA
HE671693,112500,110001,115001,111082,2142,1704,NA,NA,NA,NA,NA,NA
HE671693,117500,115001,120001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671691,2500,1,5001,2501,4851,4361,NA,NA,NA,NA,NA,NA
HE671691,7500,5001,10001,7501,3934,3478,NA,NA,NA,NA,NA,NA
HE671691,12500,10001,15001,12501,4940,4735,NA,NA,NA,NA,NA,NA
HE671691,17500,15001,20001,16738,2118,1970,NA,NA,NA,NA,NA,NA
HE671691,22500,20001,25001,NA,0,NA,NA,NA,NA,NA,NA,NA
HE671689,2500,1,5001,2618,4679,4500,NA,NA,NA,NA,NA,NA
HE671689,7500,5001,10001,7501,4453,3369,NA,NA,NA,NA,NA,NA
HE671689,12500,10001,15001,12501,3913,3250,NA,NA,NA,NA,NA,NA
HE671689,17500,15001,20001,17501,4809,4562,NA,NA,NA,NA,NA,NA
HE671689,22500,20001,25001,22501,4979,4738,NA,NA,NA,NA,NA,NA
HE671689,27500,25001,30001,27501,4981,4894,NA,NA,NA,NA,NA,NA
HE671689,32500,30001,35001,32501,4938,4884,NA,NA,NA,NA,NA,NA
HE671689,37500,35001,40001,37501,4981,4901,NA,NA,NA,NA,NA,NA
HE671689,42500,40001,45001,42501,4980,4389,NA,NA,NA,NA,NA,NA
HE671689,47500,45001,50001,47501,4957,4869,NA,NA,NA,NA,NA,NA
HE671689,52500,50001,55001,52501,4124,3873,NA,NA,NA,NA,NA,NA
HE671689,57500,55001,60001,57501,4911,4711,NA,NA,NA,NA,NA,NA
HE671689,62500,60001,65001,60384,736,NA,NA,NA,NA,NA,NA,NA
HE671687,2500,1,5001,2725,4287,3872,NA,NA,NA,NA,NA,NA
HE671687,7500,5001,10001,7501,4135,2750,NA,NA,NA,NA,NA,NA
HE671687,12500,10001,15001,12483,4674,4067,NA,NA,NA,NA,NA,NA
HE671687,17500,15001,20001,17514,4774,4578,NA,NA,NA,NA,NA,NA
HE671687,22500,20001,25001,22493,2563,2003,NA,NA,NA,NA,NA,NA
HE671687,27500,25001,30001,27961,3898,3413,NA,NA,NA,NA,NA,NA
HE671687,32500,30001,35001,32501,4057,3281,NA,NA,NA,NA,NA,NA
HE671687,37500,35001,40001,37501,4971,4891,NA,NA,NA,NA,NA,NA
HE671687,42500,40001,45001,42501,4942,4845,NA,NA,NA,NA,NA,NA
HE671687,47500,45001,50001,47501,4992,4949,NA,NA,NA,NA,NA,NA
HE671687,52500,50001,55001,52501,4672,4319,NA,NA,NA,NA,NA,NA
HE671687,57500,55001,60001,57501,4990,4897,NA,NA,NA,NA,NA,NA
HE671687,62500,60001,65001,62501,4943,4801,NA,NA,NA,NA,NA,NA
HE671687,67500,65001,70001,67501,4995,4953,NA,NA,NA,NA,NA,NA
HE671687,72500,70001,75001,72501,4921,4835,NA,NA,NA,NA,NA,NA
HE671687,77500,75001,80001,77501,4995,4949,NA,NA,NA,NA,NA,NA
HE671687,82500,80001,85001,82501,4373,4107,NA,NA,NA,NA,NA,NA
HE671687,87500,85001,90001,87501,4920,4749,NA,NA,NA,NA,NA,NA
HE671687,92500,90001,95001,92501,4984,4878,NA,NA,NA,NA,NA,NA
HE671687,97500,95001,100001,97501,4952,4843,NA,NA,NA,NA,NA,NA
HE671687,102500,100001,105001,102501,4969,4728,NA,NA,NA,NA,NA,NA
HE671687,107500,105001,110001,107466,4554,4020,NA,NA,NA,NA,NA,NA
HE671687,112500,110001,115001,112693,4074,3989,NA,NA,NA,NA,NA,NA
HE671687,117500,115001,120001,117501,4711,4213,NA,NA,NA,NA,NA,NA
HE671687,122500,120001,125001,122501,4815,4025,NA,NA,NA,NA,NA,NA
HE671687,127500,125001,130001,127501,4862,4091,NA,NA,NA,NA,NA,NA
HE671687,132500,130001,135001,132501,4997,4883,NA,NA,NA,NA,NA,NA
HE671687,137500,135001,140001,137501,4995,4981,NA,NA,NA,NA,NA,NA
HE671687,142500,140001,145001,142501,4981,4917,NA,NA,NA,NA,NA,NA
HE671687,147500,145001,150001,147501,4992,4981,NA,NA,NA,NA,NA,NA
HE671687,152500,150001,155001,152501,5000,4996,NA,NA,NA,NA,NA,NA
HE671687,157500,155001,160001,157501,4996,4955,NA,NA,NA,NA,NA,NA
HE671687,162500,160001,165001,162501,4985,4887,NA,NA,NA,NA,NA,NA
HE671687,167500,165001,170001,167501,4997,4987,NA,NA,NA,NA,NA,NA
HE671687,172500,170001,175001,172501,4978,4940,NA,NA,NA,NA,NA,NA
HE671687,177500,175001,180001,177501,3781,3641,NA,NA,NA,NA,NA,NA
HE671687,182500,180001,185001,182501,4953,4878,NA,NA,NA,NA,NA,NA
HE671687,187500,185001,190001,187501,4751,4304,NA,NA,NA,NA,NA,NA
HE671687,192500,190001,195001,192501,4406,3576,NA,NA,NA,NA,NA,NA
HE671687,197500,195001,200001,197501,4956,4894,NA,NA,NA,NA,NA,NA
HE671687,202500,200001,205001,202255,3237,2470,NA,NA,NA,NA,NA,NA
HE671687,207500,205001,210001,207975,3991,3877,NA,NA,NA,NA,NA,NA
HE671687,212500,210001,215001,212501,3499,3080,NA,NA,NA,NA,NA,NA
HE671687,217500,215001,220001,217501,4530,3996,NA,NA,NA,NA,NA,NA
HE671687,222500,220001,225001,222501,4984,4837,NA,NA,NA,NA,NA,NA
HE671687,227500,225001,230001,227501,4997,4976,NA,NA,NA,NA,NA,NA
HE671687,232500,230001,235001,232501,4961,4613,NA,NA,NA,NA,NA,NA
HE671687,237500,235001,240001,237501,4938,4908,NA,NA,NA,NA,NA,NA
HE671687,242500,240001,245001,242501,4962,4899,NA,NA,NA,NA,NA,NA
HE671687,247500,245001,250001,247501,3319,3133,NA,NA,NA,NA,NA,NA
HE671687,252500,250001,255001,252501,4024,3947,NA,NA,NA,NA,NA,NA
HE671687,257500,255001,260001,257501,4998,4976,NA,NA,NA,NA,NA,NA
HE671687,262500,260001,265001,262501,4992,4921,NA,NA,NA,NA,NA,NA
HE671687,267500,265001,270001,267501,4956,4775,NA,NA,NA,NA,NA,NA
HE671687,272500,270001,275001,272501,4992,4956,NA,NA,NA,NA,NA,NA
HE671687,277500,275001,280001,277501,3509,3357,NA,NA,NA,NA,NA,NA
HE671687,282500,280001,285001,282173,3154,2730,NA,NA,NA,NA,NA,NA
HE671687,287500,285001,290001,287563,4845,4723,NA,NA,NA,NA,NA,NA
HE671687,292500,290001,295001,292501,4999,4714,NA,NA,NA,NA,NA,NA
HE671687,297500,295001,300001,297501,4995,4900,NA,NA,NA,NA,NA,NA
HE671687,302500,300001,305001,302501,4948,4889,NA,NA,NA,NA,NA,NA
HE671687,307500,305001,310001,307501,4354,4042,NA,NA,NA,NA,NA,NA
HE671687,312500,310001,315001,312501,4997,4959,NA,NA,NA,NA,NA,NA
HE671687,317500,315001,320001,317501,4969,4908,NA,NA,NA,NA,NA,NA
HE671687,322500,320001,325001,322501,4966,4782,NA,NA,NA,NA,NA,NA
HE671687,327500,325001,330001,327501,4988,4922,NA,NA,NA,NA,NA,NA
HE671687,332500,330001,335001,332501,4972,4784,NA,NA,NA,NA,NA,NA
HE671687,337500,335001,340001,337501,4975,4916,NA,NA,NA,NA,NA,NA
HE671687,342500,340001,345001,342501,4938,4876,NA,NA,NA,NA,NA,NA
HE671687,347500,345001,350001,347501,4955,4824,NA,NA,NA,NA,NA,NA
HE671687,352500,350001,355001,352501,4967,4397,NA,NA,NA,NA,NA,NA
HE671687,357500,355001,360001,357501,4984,4669,NA,NA,NA,NA,NA,NA
HE671687,362500,360001,365001,362501,4917,4848,NA,NA,NA,NA,NA,NA
HE671687,367500,365001,370001,367186,4308,4261,NA,NA,NA,NA,NA,NA
HE671687,372500,370001,375001,373512,2956,2853,NA,NA,NA,NA,NA,NA
HE671687,377500,375001,380001,377501,4865,4850,NA,NA,NA,NA,NA,NA
HE671687,382500,380001,385001,382501,4978,4920,NA,NA,NA,NA,NA,NA
HE671687,387500,385001,390001,387501,4973,4816,NA,NA,NA,NA,NA,NA
HE671687,392500,390001,395001,392501,4961,4810,NA,NA,NA,NA,NA,NA
HE671687,397500,395001,400001,397501,4995,4978,NA,NA,NA,NA,NA,NA
HE671687,402500,400001,405001,402501,4978,4903,NA,NA,NA,NA,NA,NA
HE671687,407500,405001,410001,407501,4986,4973,NA,NA,NA,NA,NA,NA
HE671687,412500,410001,415001,412501,4431,3973,NA,NA,NA,NA,NA,NA
HE671687,417500,415001,420001,417501,4954,4871,NA,NA,NA,NA,NA,NA
HE671687,422500,420001,425001,422501,4883,4875,NA,NA,NA,NA,NA,NA
HE671687,427500,425001,430001,427501,4975,4916,NA,NA,NA,NA,NA,NA
HE671687,432500,430001,435001,432501,4995,4981,NA,NA,NA,NA,NA,NA
HE671687,437500,435001,440001,437501,4997,4975,NA,NA,NA,NA,NA,NA
HE671687,442500,440001,445001,442501,4979,4919,NA,NA,NA,NA,NA,NA
HE671687,447500,445001,450001,447466,4723,4381,NA,NA,NA,NA,NA,NA
HE671687,452500,450001,455001,452884,4210,4075,NA,NA,NA,NA,NA,NA
HE671687,457500,455001,460001,457501,4896,4825,NA,NA,NA,NA,NA,NA
HE671687,462500,460001,465001,462501,4930,4880,NA,NA,NA,NA,NA,NA
HE671687,467500,465001,470001,467501,4983,4864,NA,NA,NA,NA,NA,NA
HE671687,472500,470001,475001,472501,4946,4862,NA,NA,NA,NA,NA,NA
HE671687,477500,475001,480001,477501,4294,2800,NA,NA,NA,NA,NA,NA
HE671687,482500,480001,485001,482501,4634,3830,NA,NA,NA,NA,NA,NA
HE671687,487500,485001,490001,487501,4845,4322,NA,NA,NA,NA,NA,NA
