#chrom	blockRange	AAAA	AABA	ABAA	ABBA	BAAA	BABA	BBAA	BBBA
4	696	70	65	70	65	70	65	70	65
4	697	55	65	55	65	55	65	55	65
4	698	49	79	49	79	49	79	49	79
4	699	58	50	58	50	58	50	58	50
4	700	40	44	40	44	40	44	40	44
4	701	45	55	45	55	45	55	45	55
4	702	43	45	43	45	43	45	43	45
4	703	62	55	62	55	62	55	62	55
4	704	50	52	50	52	50	52	50	52
4	705	61	53	61	53	61	53	61	53
4	706	62	68	62	68	62	68	62	68
4	707	81	73	81	73	81	73	81	73
4	708	48	84	48	84	48	84	48	84
4	709	41	43	41	43	41	43	41	43
4	710	44	55	44	55	44	55	44	55
4	711	64	42	64	42	64	42	64	42
4	712	56	54	56	54	56	54	56	54
4	713	46	73	46	73	46	73	46	73
4	714	61	86	61	86	61	86	61	86
4	715	85	64	85	64	85	64	85	64
4	716	73	58	73	58	73	58	73	58
4	717	57	98	57	98	57	98	57	98
4	718	53	48	53	48	53	48	53	48
4	719	93	54	93	54	93	54	93	54
4	720	77	55	77	55	77	55	77	55
4	721	72	32	72	32	72	32	72	32
4	722	106	89	106	89	106	89	106	89
4	723	63	43	63	43	63	43	63	43
4	724	87	61	87	61	87	61	87	61
4	725	82	61	82	61	82	61	82	61
4	726	86	56	86	56	86	56	86	56
4	727	78	51	78	51	78	51	78	51
4	728	74	58	74	58	74	58	74	58
4	729	74	83	74	83	74	83	74	83
4	730	73	59	73	59	73	59	73	59
4	731	68	59	68	59	68	59	68	59
4	732	76	91	76	91	76	91	76	91
4	733	67	52	67	52	67	52	67	52
4	734	70	47	70	47	70	47	70	47
4	735	75	61	75	61	75	61	75	61
4	736	30	73	30	73	30	73	30	73
4	737	50	59	50	59	50	59	50	59
4	738	65	41	65	41	65	41	65	41
4	739	71	72	71	72	71	72	71	72
4	740	49	50	49	50	49	50	49	50
4	741	54	80	54	80	54	80	54	80
4	742	55	51	55	51	55	51	55	51
4	743	66	54	66	54	66	54	66	54
4	744	73	79	73	79	73	79	73	79
4	745	42	76	42	76	42	76	42	76
4	746	55	79	55	79	55	79	55	79
4	747	40	51	40	51	40	51	40	51
4	748	58	77	58	77	58	77	58	77
4	749	85	68	85	68	85	68	85	68
4	750	52	59	52	59	52	59	52	59
4	751	62	54	62	54	62	54	62	54
4	752	100	56	100	56	100	56	100	56
4	753	58	102	58	102	58	102	58	102
4	754	84	83	84	83	84	83	84	83
4	755	87	96	87	96	87	96	87	96
4	756	123	88	123	88	123	88	123	88
4	757	65	75	65	75	65	75	65	75
4	758	88	87	88	87	88	87	88	87
4	759	122	82	122	82	122	82	122	82
4	760	102	64	102	64	102	64	102	64
4	761	105	72	105	72	105	72	105	72
4	762	105	118	105	118	105	118	105	118
4	763	85	108	85	108	85	108	85	108
4	764	105	101	105	101	105	101	105	101
4	765	122	102	122	102	122	102	122	102
4	766	139	101	139	101	139	101	139	101
4	767	101	96	101	96	101	96	101	96
4	768	98	129	98	129	98	129	98	129
4	769	74	111	74	111	74	111	74	111
4	770	113	82	113	82	113	82	113	82
4	771	76	95	76	95	76	95	76	95
4	772	111	107	111	107	111	107	111	107
4	773	91	94	91	94	91	94	91	94
4	774	101	107	101	107	101	107	101	107
5	775	132	152	132	152	132	152	132	152
5	776	47	82	47	82	47	82	47	82
5	777	58	62	58	62	58	62	58	62
5	778	39	32	39	32	39	32	39	32
5	779	72	34	72	34	72	34	72	34
5	780	68	61	68	61	68	61	68	61
5	781	53	60	53	60	53	60	53	60
5	782	64	37	64	37	64	37	64	37
5	783	64	53	64	53	64	53	64	53
5	784	53	57	53	57	53	57	53	57
5	785	62	81	62	81	62	81	62	81
5	786	59	66	59	66	59	66	59	66
5	787	43	67	43	67	43	67	43	67
5	788	44	63	44	63	44	63	44	63
5	789	50	73	50	73	50	73	50	73
5	790	51	52	51	52	51	52	51	52
5	791	77	92	77	92	77	92	77	92
5	792	88	144	88	144	88	144	88	144
5	793	50	74	50	74	50	74	50	74
5	794	61	80	61	80	61	80	61	80
5	795	70	84	70	84	70	84	70	84
5	796	68	99	68	99	68	99	68	99
5	797	57	90	57	90	57	90	57	90
5	798	39	53	39	53	39	53	39	53
5	799	65	34	65	34	65	34	65	34
5	800	82	74	82	74	82	74	82	74
5	801	59	57	59	57	59	57	59	57
5	802	45	73	45	73	45	73	45	73
5	803	50	62	50	62	50	62	50	62
5	804	54	71	54	71	54	71	54	71
5	805	70	78	70	78	70	78	70	78
5	806	66	58	66	58	66	58	66	58
5	807	55	66	55	66	55	66	55	66
5	808	66	42	66	42	66	42	66	42
5	809	41	65	41	65	41	65	41	65
5	810	57	59	57	59	57	59	57	59
5	811	54	50	54	50	54	50	54	50
5	812	59	70	59	70	59	70	59	70
5	813	60	79	60	79	60	79	60	79
5	814	39	79	39	79	39	79	39	79
5	815	75	51	75	51	75	51	75	51
5	816	52	54	52	54	52	54	52	54
5	817	67	68	67	68	67	68	67	68
5	818	43	74	43	74	43	74	43	74
5	819	54	46	54	46	54	46	54	46
5	820	70	55	70	55	70	55	70	55
5	821	66	44	66	44	66	44	66	44
5	822	49	81	49	81	49	81	49	81
5	823	76	51	76	51	76	51	76	51
5	824	62	85	62	85	62	85	62	85
5	825	46	59	46	59	46	59	46	59
5	826	63	63	63	63	63	63	63	63
5	827	89	78	89	78	89	78	89	78
5	828	62	83	62	83	62	83	62	83
5	829	58	82	58	82	58	82	58	82
5	830	46	61	46	61	46	61	46	61
5	831	100	88	100	88	100	88	100	88
5	832	47	76	47	76	47	76	47	76
5	833	43	52	43	52	43	52	43	52
5	834	55	102	55	102	55	102	55	102
5	835	109	104	109	104	109	104	109	104
5	836	58	87	58	87	58	87	58	87
5	837	67	56	67	56	67	56	67	56
5	838	53	70	53	70	53	70	53	70
5	839	48	62	48	62	48	62	48	62
5	840	55	65	55	65	55	65	55	65
5	841	65	75	65	75	65	75	65	75
5	842	52	59	52	59	52	59	52	59
5	843	51	82	51	82	51	82	51	82
5	844	47	81	47	81	47	81	47	81
5	845	79	73	79	73	79	73	79	73
5	846	56	47	56	47	56	47	56	47
5	847	48	59	48	59	48	59	48	59
5	848	36	72	36	72	36	72	36	72
5	849	90	60	90	60	90	60	90	60
5	850	55	77	55	77	55	77	55	77
5	851	102	94	102	94	102	94	102	94
5	852	51	67	51	67	51	67	51	67
5	853	86	91	86	91	86	91	86	91
5	854	65	61	65	61	65	61	65	61
5	855	70	60	70	60	70	60	70	60
5	856	89	71	89	71	89	71	89	71
5	857	64	65	64	65	64	65	64	65
5	858	47	52	47	52	47	52	47	52
5	859	73	63	73	63	73	63	73	63
5	860	79	55	79	55	79	55	79	55
5	861	79	59	79	59	79	59	79	59
5	862	72	74	72	74	72	74	72	74
5	863	47	50	47	50	47	50	47	50
5	864	74	77	74	77	74	77	74	77
5	865	105	81	105	81	105	81	105	81
5	866	55	82	55	82	55	82	55	82
5	867	79	70	79	70	79	70	79	70
5	868	45	71	45	71	45	71	45	71
5	869	50	101	50	101	50	101	50	101
5	870	49	88	49	88	49	88	49	88
5	871	45	105	45	105	45	105	45	105
5	872	29	50	29	50	29	50	29	50
5	873	56	50	56	50	56	50	56	50
5	874	64	56	64	56	64	56	64	56
5	875	58	90	58	90	58	90	58	90
5	876	55	51	55	51	55	51	55	51
5	877	63	64	63	64	63	64	63	64
5	878	36	50	36	50	36	50	36	50
5	879	41	50	41	50	41	50	41	50
5	880	47	63	47	63	47	63	47	63
5	881	47	49	47	49	47	49	47	49
5	882	60	65	60	65	60	65	60	65
5	883	45	62	45	62	45	62	45	62
5	884	61	51	61	51	61	51	61	51
5	885	70	65	70	65	70	65	70	65
5	886	61	69	61	69	61	69	61	69
5	887	45	63	45	63	45	63	45	63
5	888	68	76	68	76	68	76	68	76
5	889	33	52	33	52	33	52	33	52
5	890	70	75	70	75	70	75	70	75
5	891	67	76	67	76	67	76	67	76
5	892	42	57	42	57	42	57	42	57
5	893	33	38	33	38	33	38	33	38
5	894	47	62	47	62	47	62	47	62
5	895	39	66	39	66	39	66	39	66
5	896	37	50	37	50	37	50	37	50
5	897	45	42	45	42	45	42	45	42
5	898	46	70	46	70	46	70	46	70
5	899	78	68	78	68	78	68	78	68
5	900	57	87	57	87	57	87	57	87
5	901	88	98	88	98	88	98	88	98
5	902	51	70	51	70	51	70	51	70
5	903	61	49	61	49	61	49	61	49
5	904	46	83	46	83	46	83	46	83
5	905	70	70	70	70	70	70	70	70
5	906	46	60	46	60	46	60	46	60
5	907	59	54	59	54	59	54	59	54
5	908	63	74	63	74	63	74	63	74
5	909	56	92	56	92	56	92	56	92
5	910	98	84	98	84	98	84	98	84
5	911	77	82	77	82	77	82	77	82
5	912	44	52	44	52	44	52	44	52
5	913	49	49	49	49	49	49	49	49
5	914	35	68	35	68	35	68	35	68
5	915	56	44	56	44	56	44	56	44
5	916	39	41	39	41	39	41	39	41
5	917	59	58	59	58	59	58	59	58
5	918	40	53	40	53	40	53	40	53
5	919	40	58	40	58	40	58	40	58
5	920	66	67	66	67	66	67	66	67
5	921	46	31	46	31	46	31	46	31
5	922	40	81	40	81	40	81	40	81
5	923	57	88	57	88	57	88	57	88
5	924	58	55	58	55	58	55	58	55
5	925	39	83	39	83	39	83	39	83
5	926	69	104	69	104	69	104	69	104
5	927	56	61	56	61	56	61	56	61
5	928	48	65	48	65	48	65	48	65
5	929	59	74	59	74	59	74	59	74
5	930	62	69	62	69	62	69	62	69
5	931	35	66	35	66	35	66	35	66
5	932	43	35	43	35	43	35	43	35
5	933	48	44	48	44	48	44	48	44
5	934	50	65	50	65	50	65	50	65
5	935	71	77	71	77	71	77	71	77
5	936	97	90	97	90	97	90	97	90
5	937	74	81	74	81	74	81	74	81
5	938	51	72	51	72	51	72	51	72
5	939	41	62	41	62	41	62	41	62
5	940	96	93	96	93	96	93	96	93
5	941	105	139	105	139	105	139	105	139
5	942	73	71	73	71	73	71	73	71
5	943	70	70	70	70	70	70	70	70
5	944	79	89	79	89	79	89	79	89
5	945	93	85	93	85	93	85	93	85
5	946	83	105	83	105	83	105	83	105
5	947	118	111	118	111	118	111	118	111
5	948	80	87	80	87	80	87	80	87
5	949	87	110	87	110	87	110	87	110
5	950	111	122	111	122	111	122	111	122
5	951	102	91	102	91	102	91	102	91
6	952	117	116	117	116	117	116	117	116
6	953	51	108	51	108	51	108	51	108
6	954	60	47	60	47	60	47	60	47
6	955	42	34	42	34	42	34	42	34
6	956	40	45	40	45	40	45	40	45
6	957	29	50	29	50	29	50	29	50
6	958	46	45	46	45	46	45	46	45
6	959	37	55	37	55	37	55	37	55
6	960	53	61	53	61	53	61	53	61
6	961	43	54	43	54	43	54	43	54
6	962	58	67	58	67	58	67	58	67
6	963	50	105	50	105	50	105	50	105
6	964	46	81	46	81	46	81	46	81
6	965	62	82	62	82	62	82	62	82
6	966	68	61	68	61	68	61	68	61
6	967	58	61	58	61	58	61	58	61
6	968	38	69	38	69	38	69	38	69
6	969	75	80	75	80	75	80	75	80
6	970	69	57	69	57	69	57	69	57
6	971	80	65	80	65	80	65	80	65
6	972	70	52	70	52	70	52	70	52
6	973	56	52	56	52	56	52	56	52
6	974	61	63	61	63	61	63	61	63
6	975	54	69	54	69	54	69	54	69
6	976	71	97	71	97	71	97	71	97
6	977	51	52	51	52	51	52	51	52
6	978	73	63	73	63	73	63	73	63
6	979	69	50	69	50	69	50	69	50
6	980	64	47	64	47	64	47	64	47
6	981	49	77	49	77	49	77	49	77
6	982	45	38	45	38	45	38	45	38
6	983	97	68	97	68	97	68	97	68
6	984	80	69	80	69	80	69	80	69
6	985	66	93	66	93	66	93	66	93
6	986	79	81	79	81	79	81	79	81
6	987	79	80	79	80	79	80	79	80
6	988	90	99	90	99	90	99	90	99
6	989	73	71	73	71	73	71	73	71
6	990	59	90	59	90	59	90	59	90
6	991	62	72	62	72	62	72	62	72
6	992	55	75	55	75	55	75	55	75
6	993	93	76	93	76	93	76	93	76
6	994	108	87	108	87	108	87	108	87
6	995	65	50	65	50	65	50	65	50
6	996	83	63	83	63	83	63	83	63
6	997	76	83	76	83	76	83	76	83
6	998	80	86	80	86	80	86	80	86
6	999	67	98	67	98	67	98	67	98
6	1000	90	58	90	58	90	58	90	58
6	1001	79	60	79	60	79	60	79	60
6	1002	65	50	65	50	65	50	65	50
6	1003	62	77	62	77	62	77	62	77
6	1004	50	78	50	78	50	78	50	78
6	1005	63	71	63	71	63	71	63	71
6	1006	39	57	39	57	39	57	39	57
6	1007	75	58	75	58	75	58	75	58
6	1008	70	83	70	83	70	83	70	83
6	1009	71	86	71	86	71	86	71	86
6	1010	41	45	41	45	41	45	41	45
6	1011	40	49	40	49	40	49	40	49
6	1012	83	57	83	57	83	57	83	57
6	1013	90	51	90	51	90	51	90	51
6	1014	100	129	100	129	100	129	100	129
6	1015	59	65	59	65	59	65	59	65
6	1016	48	63	48	63	48	63	48	63
6	1017	59	44	59	44	59	44	59	44
6	1018	48	82	48	82	48	82	48	82
6	1019	61	81	61	81	61	81	61	81
6	1020	28	38	28	38	28	38	28	38
6	1021	43	44	43	44	43	44	43	44
6	1022	43	35	43	35	43	35	43	35
6	1023	40	56	40	56	40	56	40	56
6	1024	66	60	66	60	66	60	66	60
6	1025	89	91	89	91	89	91	89	91
6	1026	58	56	58	56	58	56	58	56
6	1027	42	68	42	68	42	68	42	68
6	1028	60	55	60	55	60	55	60	55
6	1029	67	36	67	36	67	36	67	36
6	1030	40	59	40	59	40	59	40	59
6	1031	45	41	45	41	45	41	45	41
6	1032	66	96	66	96	66	96	66	96
6	1033	42	64	42	64	42	64	42	64
6	1034	47	41	47	41	47	41	47	41
6	1035	64	65	64	65	64	65	64	65
6	1036	69	66	69	66	69	66	69	66
6	1037	70	94	70	94	70	94	70	94
6	1038	44	64	44	64	44	64	44	64
6	1039	61	45	61	45	61	45	61	45
6	1040	63	47	63	47	63	47	63	47
6	1041	55	58	55	58	55	58	55	58
6	1042	72	57	72	57	72	57	72	57
6	1043	98	89	98	89	98	89	98	89
6	1044	87	71	87	71	87	71	87	71
6	1045	95	102	95	102	95	102	95	102
6	1046	67	58	67	58	67	58	67	58
6	1047	91	86	91	86	91	86	91	86
6	1048	129	69	129	69	129	69	129	69
6	1049	65	85	65	85	65	85	65	85
6	1050	63	86	63	86	63	86	63	86
6	1051	85	70	85	70	85	70	85	70
6	1052	65	85	65	85	65	85	65	85
6	1053	53	82	53	82	53	82	53	82
6	1054	74	48	74	48	74	48	74	48
6	1055	42	50	42	50	42	50	42	50
6	1056	59	53	59	53	59	53	59	53
6	1057	40	65	40	65	40	65	40	65
6	1058	35	39	35	39	35	39	35	39
6	1059	41	59	41	59	41	59	41	59
6	1060	68	52	68	52	68	52	68	52
6	1061	60	95	60	95	60	95	60	95
6	1062	63	62	63	62	63	62	63	62
6	1063	93	62	93	62	93	62	93	62
6	1064	43	103	43	103	43	103	43	103
6	1065	77	88	77	88	77	88	77	88
6	1066	69	61	69	61	69	61	69	61
6	1067	61	67	61	67	61	67	61	67
6	1068	50	53	50	53	50	53	50	53
6	1069	58	78	58	78	58	78	58	78
6	1070	95	95	95	95	95	95	95	95
6	1071	55	51	55	51	55	51	55	51
6	1072	38	20	38	20	38	20	38	20
6	1073	45	88	45	88	45	88	45	88
6	1074	71	116	71	116	71	116	71	116
6	1075	36	57	36	57	36	57	36	57
6	1076	52	66	52	66	52	66	52	66
6	1077	61	71	61	71	61	71	61	71
6	1078	53	86	53	86	53	86	53	86
6	1079	61	63	61	63	61	63	61	63
6	1080	59	70	59	70	59	70	59	70
6	1081	42	74	42	74	42	74	42	74
6	1082	46	72	46	72	46	72	46	72
6	1083	81	90	81	90	81	90	81	90
6	1084	68	72	68	72	68	72	68	72
6	1085	62	87	62	87	62	87	62	87
6	1086	103	83	103	83	103	83	103	83
6	1087	106	98	106	98	106	98	106	98
6	1088	60	92	60	92	60	92	60	92
6	1089	62	126	62	126	62	126	62	126
6	1090	82	79	82	79	82	79	82	79
6	1091	66	102	66	102	66	102	66	102
6	1092	78	79	78	79	78	79	78	79
6	1093	76	121	76	121	76	121	76	121
6	1094	79	56	79	56	79	56	79	56
6	1095	104	64	104	64	104	64	104	64
6	1096	84	83	84	83	84	83	84	83
6	1097	71	102	71	102	71	102	71	102
6	1098	76	64	76	64	76	64	76	64
6	1099	104	68	104	68	104	68	104	68
6	1100	63	64	63	64	63	64	63	64
6	1101	63	75	63	75	63	75	63	75
6	1102	87	132	87	132	87	132	87	132
6	1103	94	72	94	72	94	72	94	72
6	1104	79	98	79	98	79	98	79	98
6	1105	129	126	129	126	129	126	129	126
6	1106	177	186	177	186	177	186	177	186
7	1107	89	78	89	78	89	78	89	78
7	1108	44	40	44	40	44	40	44	40
7	1109	66	30	66	30	66	30	66	30
7	1110	56	26	56	26	56	26	56	26
7	1111	28	39	28	39	28	39	28	39
7	1112	48	61	48	61	48	61	48	61
7	1113	46	36	46	36	46	36	46	36
7	1114	45	14	45	14	45	14	45	14
7	1115	38	46	38	46	38	46	38	46
7	1116	50	61	50	61	50	61	50	61
7	1117	40	40	40	40	40	40	40	40
7	1118	80	48	80	48	80	48	80	48
7	1119	60	56	60	56	60	56	60	56
7	1120	46	59	46	59	46	59	46	59
7	1121	62	54	62	54	62	54	62	54
7	1122	56	73	56	73	56	73	56	73
7	1123	44	79	44	79	44	79	44	79
7	1124	66	69	66	69	66	69	66	69
7	1125	39	67	39	67	39	67	39	67
7	1126	57	72	57	72	57	72	57	72
7	1127	49	64	49	64	49	64	49	64
7	1128	58	81	58	81	58	81	58	81
7	1129	54	71	54	71	54	71	54	71
7	1130	43	34	43	34	43	34	43	34
7	1131	40	61	40	61	40	61	40	61
7	1132	75	85	75	85	75	85	75	85
7	1133	112	78	112	78	112	78	112	78
7	1134	62	88	62	88	62	88	62	88
7	1135	72	58	72	58	72	58	72	58
7	1136	45	54	45	54	45	54	45	54
7	1137	36	69	36	69	36	69	36	69
7	1138	64	76	64	76	64	76	64	76
7	1139	60	42	60	42	60	42	60	42
7	1140	96	76	96	76	96	76	96	76
7	1141	40	68	40	68	40	68	40	68
7	1142	54	62	54	62	54	62	54	62
7	1143	55	88	55	88	55	88	55	88
7	1144	56	95	56	95	56	95	56	95
7	1145	62	90	62	90	62	90	62	90
7	1146	51	93	51	93	51	93	51	93
7	1147	93	87	93	87	93	87	93	87
7	1148	63	80	63	80	63	80	63	80
7	1149	54	66	54	66	54	66	54	66
7	1150	50	92	50	92	50	92	50	92
7	1151	59	65	59	65	59	65	59	65
7	1152	34	46	34	46	34	46	34	46
7	1153	110	77	110	77	110	77	110	77
7	1154	62	60	62	60	62	60	62	60
7	1155	54	52	54	52	54	52	54	52
7	1156	46	34	46	34	46	34	46	34
7	1157	65	53	65	53	65	53	65	53
7	1158	48	34	48	34	48	34	48	34
7	1159	88	56	88	56	88	56	88	56
7	1160	71	30	71	30	71	30	71	30
7	1161	86	65	86	65	86	65	86	65
7	1162	72	58	72	58	72	58	72	58
7	1163	62	66	62	66	62	66	62	66
7	1164	70	71	70	71	70	71	70	71
7	1165	78	76	78	76	78	76	78	76
7	1166	54	49	54	49	54	49	54	49
7	1167	50	64	50	64	50	64	50	64
7	1168	53	109	53	109	53	109	53	109
7	1169	26	51	26	51	26	51	26	51
7	1170	74	74	74	74	74	74	74	74
7	1171	38	59	38	59	38	59	38	59
7	1172	47	70	47	70	47	70	47	70
7	1173	79	73	79	73	79	73	79	73
7	1174	67	77	67	77	67	77	67	77
7	1175	71	48	71	48	71	48	71	48
7	1176	50	34	50	34	50	34	50	34
7	1177	41	51	41	51	41	51	41	51
7	1178	49	127	49	127	49	127	49	127
7	1179	61	81	61	81	61	81	61	81
7	1180	49	68	49	68	49	68	49	68
7	1181	88	108	88	108	88	108	88	108
7	1182	44	44	44	44	44	44	44	44
7	1183	40	52	40	52	40	52	40	52
7	1184	77	76	77	76	77	76	77	76
7	1185	60	62	60	62	60	62	60	62
7	1186	61	57	61	57	61	57	61	57
7	1187	54	88	54	88	54	88	54	88
7	1188	74	54	74	54	74	54	74	54
7	1189	46	50	46	50	46	50	46	50
7	1190	36	48	36	48	36	48	36	48
7	1191	48	43	48	43	48	43	48	43
7	1192	28	52	28	52	28	52	28	52
7	1193	61	110	61	110	61	110	61	110
7	1194	41	55	41	55	41	55	41	55
7	1195	42	44	42	44	42	44	42	44
7	1196	52	64	52	64	52	64	52	64
7	1197	69	51	69	51	69	51	69	51
7	1198	39	53	39	53	39	53	39	53
7	1199	58	63	58	63	58	63	58	63
7	1200	64	42	64	42	64	42	64	42
7	1201	65	53	65	53	65	53	65	53
7	1202	82	57	82	57	82	57	82	57
7	1203	62	74	62	74	62	74	62	74
7	1204	70	60	70	60	70	60	70	60
7	1205	58	60	58	60	58	60	58	60
7	1206	72	66	72	66	72	66	72	66
7	1207	61	68	61	68	61	68	61	68
7	1208	61	59	61	59	61	59	61	59
7	1209	70	70	70	70	70	70	70	70
7	1210	56	75	56	75	56	75	56	75
7	1211	50	41	50	41	50	41	50	41
7	1212	58	53	58	53	58	53	58	53
7	1213	69	61	69	61	69	61	69	61
7	1214	60	58	60	58	60	58	60	58
7	1215	76	101	76	101	76	101	76	101
7	1216	66	61	66	61	66	61	66	61
7	1217	59	67	59	67	59	67	59	67
7	1218	65	83	65	83	65	83	65	83
7	1219	56	67	56	67	56	67	56	67
7	1220	53	62	53	62	53	62	53	62
7	1221	59	47	59	47	59	47	59	47
7	1222	65	69	65	69	65	69	65	69
7	1223	84	32	84	32	84	32	84	32
7	1224	79	79	79	79	79	79	79	79
7	1225	83	78	83	78	83	78	83	78
7	1226	91	87	91	87	91	87	91	87
7	1227	63	76	63	76	63	76	63	76
7	1228	76	85	76	85	76	85	76	85
7	1229	47	65	47	65	47	65	47	65
7	1230	88	74	88	74	88	74	88	74
7	1231	59	96	59	96	59	96	59	96
7	1232	59	69	59	69	59	69	59	69
7	1233	35	59	35	59	35	59	35	59
7	1234	63	61	63	61	63	61	63	61
7	1235	42	61	42	61	42	61	42	61
7	1236	70	87	70	87	70	87	70	87
7	1237	58	94	58	94	58	94	58	94
7	1238	39	45	39	45	39	45	39	45
7	1239	59	53	59	53	59	53	59	53
7	1240	34	53	34	53	34	53	34	53
7	1241	60	60	60	60	60	60	60	60
7	1242	88	94	88	94	88	94	88	94
7	1243	69	67	69	67	69	67	69	67
7	1244	74	58	74	58	74	58	74	58
7	1245	68	87	68	87	68	87	68	87
7	1246	46	72	46	72	46	72	46	72
7	1247	105	92	105	92	105	92	105	92
7	1248	88	82	88	82	88	82	88	82
7	1249	106	109	106	109	106	109	106	109
7	1250	56	89	56	89	56	89	56	89
7	1251	53	43	53	43	53	43	53	43
7	1252	60	86	60	86	60	86	60	86
7	1253	89	70	89	70	89	70	89	70
7	1254	53	92	53	92	53	92	53	92
7	1255	58	64	58	64	58	64	58	64
7	1256	93	89	93	89	93	89	93	89
7	1257	71	78	71	78	71	78	71	78
7	1258	65	76	65	76	65	76	65	76
7	1259	56	74	56	74	56	74	56	74
7	1260	61	97	61	97	61	97	61	97
7	1261	83	74	83	74	83	74	83	74
7	1262	57	104	57	104	57	104	57	104
7	1263	55	105	55	105	55	105	55	105
7	1264	73	84	73	84	73	84	73	84
7	1265	71	67	71	67	71	67	71	67
7	1266	65	83	65	83	65	83	65	83
7	1267	81	89	81	89	81	89	81	89
8	1268	151	223	151	223	151	223	151	223
8	1269	80	148	80	148	80	148	80	148
8	1270	48	53	48	53	48	53	48	53
8	1271	37	51	37	51	37	51	37	51
8	1272	102	105	102	105	102	105	102	105
8	1273	59	59	59	59	59	59	59	59
8	1274	58	70	58	70	58	70	58	70
8	1275	39	44	39	44	39	44	39	44
8	1276	64	59	64	59	64	59	64	59
8	1277	54	74	54	74	54	74	54	74
8	1278	48	57	48	57	48	57	48	57
8	1279	67	40	67	40	67	40	67	40
8	1280	60	56	60	56	60	56	60	56
8	1281	64	89	64	89	64	89	64	89
8	1282	64	62	64	62	64	62	64	62
8	1283	79	66	79	66	79	66	79	66
8	1284	88	73	88	73	88	73	88	73
8	1285	55	50	55	50	55	50	55	50
8	1286	64	48	64	48	64	48	64	48
8	1287	44	54	44	54	44	54	44	54
8	1288	67	68	67	68	67	68	67	68
8	1289	48	65	48	65	48	65	48	65
8	1290	35	59	35	59	35	59	35	59
8	1291	38	53	38	53	38	53	38	53
8	1292	54	38	54	38	54	38	54	38
8	1293	41	52	41	52	41	52	41	52
8	1294	90	88	90	88	90	88	90	88
8	1295	31	71	31	71	31	71	31	71
8	1296	48	61	48	61	48	61	48	61
8	1297	31	57	31	57	31	57	31	57
8	1298	38	52	38	52	38	52	38	52
8	1299	81	57	81	57	81	57	81	57
8	1300	57	53	57	53	57	53	57	53
8	1301	76	62	76	62	76	62	76	62
8	1302	79	112	79	112	79	112	79	112
8	1303	57	61	57	61	57	61	57	61
8	1304	87	78	87	78	87	78	87	78
8	1305	96	106	96	106	96	106	96	106
8	1306	97	68	97	68	97	68	97	68
8	1307	74	95	74	95	74	95	74	95
8	1308	76	76	76	76	76	76	76	76
8	1309	94	146	94	146	94	146	94	146
8	1310	109	73	109	73	109	73	109	73
8	1311	66	121	66	121	66	121	66	121
8	1312	60	90	60	90	60	90	60	90
8	1313	93	76	93	76	93	76	93	76
8	1314	59	64	59	64	59	64	59	64
8	1315	50	83	50	83	50	83	50	83
8	1316	75	58	75	58	75	58	75	58
8	1317	81	60	81	60	81	60	81	60
8	1318	110	107	110	107	110	107	110	107
8	1319	78	56	78	56	78	56	78	56
8	1320	73	69	73	69	73	69	73	69
8	1321	46	64	46	64	46	64	46	64
8	1322	60	49	60	49	60	49	60	49
8	1323	40	58	40	58	40	58	40	58
8	1324	46	53	46	53	46	53	46	53
8	1325	60	65	60	65	60	65	60	65
8	1326	81	94	81	94	81	94	81	94
8	1327	47	25	47	25	47	25	47	25
8	1328	47	55	47	55	47	55	47	55
8	1329	80	112	80	112	80	112	80	112
8	1330	87	83	87	83	87	83	87	83
8	1331	25	32	25	32	25	32	25	32
8	1332	45	50	45	50	45	50	45	50
8	1333	76	45	76	45	76	45	76	45
8	1334	62	58	62	58	62	58	62	58
8	1335	113	82	113	82	113	82	113	82
8	1336	68	48	68	48	68	48	68	48
8	1337	34	47	34	47	34	47	34	47
8	1338	51	47	51	47	51	47	51	47
8	1339	87	74	87	74	87	74	87	74
8	1340	49	50	49	50	49	50	49	50
8	1341	55	65	55	65	55	65	55	65
8	1342	44	58	44	58	44	58	44	58
8	1343	65	55	65	55	65	55	65	55
8	1344	63	89	63	89	63	89	63	89
8	1345	45	82	45	82	45	82	45	82
8	1346	59	63	59	63	59	63	59	63
8	1347	70	51	70	51	70	51	70	51
8	1348	44	64	44	64	44	64	44	64
8	1349	64	73	64	73	64	73	64	73
8	1350	51	45	51	45	51	45	51	45
8	1351	74	57	74	57	74	57	74	57
8	1352	42	41	42	41	42	41	42	41
8	1353	68	60	68	60	68	60	68	60
8	1354	62	100	62	100	62	100	62	100
8	1355	80	68	80	68	80	68	80	68
8	1356	50	81	50	81	50	81	50	81
8	1357	52	59	52	59	52	59	52	59
8	1358	55	61	55	61	55	61	55	61
8	1359	41	96	41	96	41	96	41	96
8	1360	44	92	44	92	44	92	44	92
8	1361	74	82	74	82	74	82	74	82
8	1362	63	81	63	81	63	81	63	81
8	1363	62	82	62	82	62	82	62	82
8	1364	27	51	27	51	27	51	27	51
8	1365	38	52	38	52	38	52	38	52
8	1366	53	66	53	66	53	66	53	66
8	1367	79	93	79	93	79	93	79	93
8	1368	62	82	62	82	62	82	62	82
8	1369	70	46	70	46	70	46	70	46
8	1370	46	41	46	41	46	41	46	41
8	1371	47	42	47	42	47	42	47	42
8	1372	60	80	60	80	60	80	60	80
8	1373	47	56	47	56	47	56	47	56
